instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
328,2011-11-24,4,0,s3_8_up,s2_0_up,4,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,560,935,s1_below_3442
329,2011-11-25,4,0,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1095,1697,s1_below_3442
330,2011-11-26,4,0,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1249,1819,s1_below_3442
331,2011-11-27,4,0,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,810,2261,s1_below_3442
332,2011-11-28,4,0,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,253,3614,s2_3442_5764
333,2011-11-29,4,0,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,96,2818,s1_below_3442
334,2011-11-30,4,0,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,188,3425,s2_3442_5764
335,2011-12-01,4,0,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,182,3545,s2_3442_5764
336,2011-12-02,4,0,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,268,3672,s2_3442_5764
337,2011-12-03,4,0,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,706,2908,s2_3442_5764
338,2011-12-04,4,0,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,634,2851,s2_3442_5764
339,2011-12-05,4,0,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,233,3578,s2_3442_5764
340,2011-12-06,4,0,s3_8_up,s1_below_0,2,s2_0_up,s3_2_up,s2_0_0,s2_0_0,s3_0_up,s1_below_0,126,2468,s1_below_3442
341,2011-12-07,4,0,s3_8_up,s1_below_0,3,s2_0_up,s3_2_up,s2_0_0,s1_below_0,s3_0_up,s1_below_0,50,655,s1_below_3442
342,2011-12-08,4,0,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,150,3172,s1_below_3442
343,2011-12-09,4,0,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,261,3359,s2_3442_5764
344,2011-12-10,4,0,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,502,2688,s1_below_3442
345,2011-12-11,4,0,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,377,2366,s1_below_3442
346,2011-12-12,4,0,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,143,3167,s1_below_3442
347,2011-12-13,4,0,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,155,3368,s2_3442_5764
348,2011-12-14,4,0,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,178,3562,s2_3442_5764
349,2011-12-15,4,0,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,181,3528,s2_3442_5764
350,2011-12-16,4,0,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,178,3399,s2_3442_5764
351,2011-12-17,4,0,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,275,2464,s1_below_3442
352,2011-12-18,4,0,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,220,2211,s1_below_3442
353,2011-12-19,4,0,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,260,3143,s1_below_3442
354,2011-12-20,4,0,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,216,3534,s2_3442_5764
355,2011-12-21,1,0,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,107,2553,s1_below_3442
356,2011-12-22,1,0,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,227,2841,s1_below_3442
357,2011-12-23,1,0,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,163,2046,s1_below_3442
358,2011-12-24,1,0,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,155,856,s1_below_3442
359,2011-12-25,1,0,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,303,451,s1_below_3442
360,2011-12-26,1,0,s3_8_up,s2_0_up,1,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,430,887,s1_below_3442
361,2011-12-27,1,0,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,103,1059,s1_below_3442
362,2011-12-28,1,0,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,255,2047,s1_below_3442
363,2011-12-29,1,0,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,254,2169,s1_below_3442
364,2011-12-30,1,0,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,491,2508,s1_below_3442
365,2011-12-31,1,0,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,665,1820,s1_below_3442
366,2012-01-01,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,686,1608,s1_below_3442
367,2012-01-02,1,1,s1_below_2,s2_0_up,1,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,244,1707,s1_below_3442
368,2012-01-03,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,89,2147,s1_below_3442
369,2012-01-04,1,1,s1_below_2,s1_below_0,3,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,95,2273,s1_below_3442
370,2012-01-05,1,1,s1_below_2,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,140,3132,s1_below_3442
371,2012-01-06,1,1,s1_below_2,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,307,3791,s2_3442_5764
372,2012-01-07,1,1,s1_below_2,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1070,3451,s2_3442_5764
373,2012-01-08,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,599,2826,s1_below_3442
374,2012-01-09,1,1,s1_below_2,s1_below_0,1,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,106,2270,s1_below_3442
375,2012-01-10,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,173,3425,s2_3442_5764
376,2012-01-11,1,1,s1_below_2,s1_below_0,3,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,92,2085,s1_below_3442
377,2012-01-12,1,1,s1_below_2,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,269,3828,s2_3442_5764
378,2012-01-13,1,1,s1_below_2,s1_below_0,5,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,174,3040,s1_below_3442
379,2012-01-14,1,1,s1_below_2,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,333,2160,s1_below_3442
380,2012-01-15,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,284,2027,s1_below_3442
381,2012-01-16,1,1,s1_below_2,s2_0_up,1,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,217,2081,s1_below_3442
382,2012-01-17,1,1,s1_below_2,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s2_0_0,127,2808,s1_below_3442
383,2012-01-18,1,1,s1_below_2,s1_below_0,3,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,109,3267,s1_below_3442
384,2012-01-19,1,1,s1_below_2,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,130,3162,s1_below_3442
385,2012-01-20,1,1,s1_below_2,s1_below_0,5,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,115,3048,s1_below_3442
386,2012-01-21,1,1,s1_below_2,s1_below_0,6,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,67,1234,s1_below_3442
387,2012-01-22,1,1,s1_below_2,s1_below_0,0,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,196,1781,s1_below_3442
388,2012-01-23,1,1,s1_below_2,s1_below_0,1,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,145,2287,s1_below_3442
389,2012-01-24,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s3_0_up,s1_below_0,439,3900,s2_3442_5764
390,2012-01-25,1,1,s1_below_2,s1_below_0,3,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,467,3803,s2_3442_5764
391,2012-01-26,1,1,s1_below_2,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,244,3831,s2_3442_5764
392,2012-01-27,1,1,s1_below_2,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s2_0_0,269,3187,s2_3442_5764
393,2012-01-28,1,1,s1_below_2,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,775,3248,s2_3442_5764
394,2012-01-29,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,558,2685,s1_below_3442
395,2012-01-30,1,1,s1_below_2,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,126,3498,s2_3442_5764
396,2012-01-31,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,324,4185,s2_3442_5764
397,2012-02-01,1,1,s1_below_2,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,304,4275,s2_3442_5764
398,2012-02-02,1,1,s1_below_2,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,190,3571,s2_3442_5764
399,2012-02-03,1,1,s1_below_2,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,310,3841,s2_3442_5764
400,2012-02-04,1,1,s1_below_2,s1_below_0,6,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,384,2448,s1_below_3442
401,2012-02-05,1,1,s1_below_2,s1_below_0,0,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,318,2629,s1_below_3442
402,2012-02-06,1,1,s1_below_2,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,206,3578,s2_3442_5764
403,2012-02-07,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,199,4176,s2_3442_5764
404,2012-02-08,1,1,s1_below_2,s1_below_0,3,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,109,2693,s1_below_3442
405,2012-02-09,1,1,s1_below_2,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,163,3667,s2_3442_5764
406,2012-02-10,1,1,s1_below_2,s1_below_0,5,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,227,3604,s2_3442_5764
407,2012-02-11,1,1,s1_below_2,s1_below_0,6,s1_below_0,s3_2_up,s1_below_0,s1_below_0,s2_0_0,s1_below_0,192,1977,s1_below_3442
408,2012-02-12,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,73,1456,s1_below_3442
409,2012-02-13,1,1,s1_below_2,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,94,3328,s1_below_3442
410,2012-02-14,1,1,s1_below_2,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,135,3787,s2_3442_5764
411,2012-02-15,1,1,s1_below_2,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,141,4028,s2_3442_5764
412,2012-02-16,1,1,s1_below_2,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,74,2931,s1_below_3442
413,2012-02-17,1,1,s1_below_2,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,349,3805,s2_3442_5764
414,2012-02-18,1,1,s1_below_2,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1435,2883,s2_3442_5764
415,2012-02-19,1,1,s1_below_2,s1_below_0,0,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,618,2071,s1_below_3442
416,2012-02-20,1,1,s1_below_2,s2_0_up,1,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,502,2627,s1_below_3442
417,2012-02-21,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,163,3614,s2_3442_5764
418,2012-02-22,1,1,s1_below_2,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,394,4379,s2_3442_5764
419,2012-02-23,1,1,s1_below_2,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,516,4546,s2_3442_5764
420,2012-02-24,1,1,s1_below_2,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,246,3241,s2_3442_5764
421,2012-02-25,1,1,s1_below_2,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,317,2415,s1_below_3442
422,2012-02-26,1,1,s1_below_2,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,515,2874,s1_below_3442
423,2012-02-27,1,1,s1_below_2,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,253,4069,s2_3442_5764
424,2012-02-28,1,1,s1_below_2,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,229,4134,s2_3442_5764
425,2012-02-29,1,1,s1_below_2,s1_below_0,3,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,65,1769,s1_below_3442
426,2012-03-01,1,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,325,4665,s2_3442_5764
427,2012-03-02,1,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,246,2948,s1_below_3442
428,2012-03-03,1,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,956,3110,s2_3442_5764
429,2012-03-04,1,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s2_0_0,710,2713,s1_below_3442
430,2012-03-05,1,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,203,3130,s1_below_3442
431,2012-03-06,1,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,221,3735,s2_3442_5764
432,2012-03-07,1,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s2_0_0,432,4484,s2_3442_5764
433,2012-03-08,1,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s2_0_0,486,4896,s2_3442_5764
434,2012-03-09,1,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s2_0_0,447,4122,s2_3442_5764
435,2012-03-10,1,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,968,3150,s2_3442_5764
436,2012-03-11,1,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1658,3253,s2_3442_5764
437,2012-03-12,1,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,838,4460,s2_3442_5764
438,2012-03-13,1,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,762,5085,s3_5764_up
439,2012-03-14,1,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,997,5315,s3_5764_up
440,2012-03-15,1,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1005,5187,s3_5764_up
441,2012-03-16,1,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,548,3830,s2_3442_5764
442,2012-03-17,1,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,3155,4681,s3_5764_up
443,2012-03-18,1,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,2207,3685,s3_5764_up
444,2012-03-19,1,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,982,5171,s3_5764_up
445,2012-03-20,1,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s3_0_up,s1_below_0,1051,5042,s3_5764_up
446,2012-03-21,2,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,1122,5108,s3_5764_up
447,2012-03-22,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s3_0_up,s1_below_0,1334,5537,s3_5764_up
448,2012-03-23,2,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2469,5893,s3_5764_up
449,2012-03-24,2,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,1033,2339,s1_below_3442
450,2012-03-25,2,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,1532,3464,s2_3442_5764
451,2012-03-26,2,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s2_0_0,795,4763,s2_3442_5764
452,2012-03-27,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,531,4571,s2_3442_5764
453,2012-03-28,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,674,5024,s2_3442_5764
454,2012-03-29,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s2_0_0,834,5299,s3_5764_up
455,2012-03-30,2,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,796,4663,s2_3442_5764
456,2012-03-31,2,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2301,3934,s3_5764_up
457,2012-04-01,2,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2347,3694,s3_5764_up
458,2012-04-02,2,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1208,4728,s3_5764_up
459,2012-04-03,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1348,5424,s3_5764_up
460,2012-04-04,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1058,5378,s3_5764_up
461,2012-04-05,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1192,5265,s3_5764_up
462,2012-04-06,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1807,4653,s3_5764_up
463,2012-04-07,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,3252,3605,s3_5764_up
464,2012-04-08,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2230,2939,s2_3442_5764
465,2012-04-09,2,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s2_0_0,905,4680,s2_3442_5764
466,2012-04-10,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,819,5099,s3_5764_up
467,2012-04-11,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,482,4380,s2_3442_5764
468,2012-04-12,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,663,4746,s2_3442_5764
469,2012-04-13,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1252,5146,s3_5764_up
470,2012-04-14,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2795,4665,s3_5764_up
471,2012-04-15,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2846,4286,s3_5764_up
472,2012-04-16,2,1,s2_2_8,s2_0_up,1,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1198,5172,s3_5764_up
473,2012-04-17,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,989,5702,s3_5764_up
474,2012-04-18,2,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,347,4020,s2_3442_5764
475,2012-04-19,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,846,5719,s3_5764_up
476,2012-04-20,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1340,5950,s3_5764_up
477,2012-04-21,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2541,4083,s3_5764_up
478,2012-04-22,2,1,s2_2_8,s1_below_0,0,s1_below_0,s3_2_up,s2_0_0,s1_below_0,s3_0_up,s2_0_0,120,907,s1_below_3442
479,2012-04-23,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,195,3019,s1_below_3442
480,2012-04-24,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,518,5115,s2_3442_5764
481,2012-04-25,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,655,5541,s3_5764_up
482,2012-04-26,2,1,s2_2_8,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,475,4551,s2_3442_5764
483,2012-04-27,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s2_0_0,1014,5219,s3_5764_up
484,2012-04-28,2,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1120,3100,s2_3442_5764
485,2012-04-29,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2229,4075,s3_5764_up
486,2012-04-30,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,665,4907,s2_3442_5764
487,2012-05-01,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,653,5087,s2_3442_5764
488,2012-05-02,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s3_0_up,s1_below_0,667,5502,s3_5764_up
489,2012-05-03,2,1,s2_2_8,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,764,5657,s3_5764_up
490,2012-05-04,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1069,5227,s3_5764_up
491,2012-05-05,2,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2496,4387,s3_5764_up
